Rate ID,User ID,Obs Session ID,Start Date,End Date,Ra,Decl,Teff,F,Lm,Shower,Method,Number
968516,214,80322,2020-04-23 01:00:00,2020-04-23 01:30:00,195,30,0.5,1,6.38,ETA,C,0
968517,214,80322,2020-04-23 01:00:00,2020-04-23 01:30:00,195,30,0.5,1,6.38,SPO,C,3
968518,214,80322,2020-04-23 01:30:00,2020-04-23 02:00:00,202,30,0.5,1,6.36,LYR,C,3
968519,214,80322,2020-04-23 01:30:00,2020-04-23 02:00:00,202,30,0.5,1,6.36,ANT,C,2
968520,214,80322,2020-04-23 01:30:00,2020-04-23 02:00:00,202,30,0.5,1,6.36,ETA,C,0
968521,214,80322,2020-04-23 01:30:00,2020-04-23 02:00:00,202,30,0.5,1,6.36,SPO,C,4
968522,214,80322,2020-04-23 02:00:00,2020-04-23 02:30:00,210,30,0.4833,1,6.34,LYR,C,3
968523,214,80322,2020-04-23 02:00:00,2020-04-23 02:30:00,210,30,0.4833,1,6.34,ANT,C,1
968524,214,80322,2020-04-23 02:00:00,2020-04-23 02:30:00,210,30,0.4833,1,6.34,ETA,C,0
968525,214,80322,2020-04-23 02:00:00,2020-04-23 02:30:00,210,30,0.4833,1,6.34,SPO,C,4
968526,214,80322,2020-04-23 02:30:00,2020-04-23 02:47:00,215,30,0.2833,1,6.22,LYR,C,1
968527,214,80322,2020-04-23 02:30:00,2020-04-23 02:47:00,215,30,0.2833,1,6.22,ANT,C,0
968528,214,80322,2020-04-23 02:30:00,2020-04-23 02:47:00,215,30,0.2833,1,6.22,ETA,C,0
968529,214,80322,2020-04-23 02:30:00,2020-04-23 02:47:00,215,30,0.2833,1,6.22,SPO,C,2
968530,214,80323,2020-04-26 00:20:00,2020-04-26 01:10:00,255,30,0.8333,1,6.4,LYR,C,1
968531,214,80323,2020-04-26 00:20:00,2020-04-26 01:10:00,255,30,0.8333,1,6.4,ANT,C,1
968532,214,80323,2020-04-26 00:20:00,2020-04-26 01:10:00,255,30,0.8333,1,6.4,ETA,C,0
968533,214,80323,2020-04-26 00:20:00,2020-04-26 01:10:00,255,30,0.8333,1,6.4,SPO,C,8
968534,214,80323,2020-04-26 01:10:00,2020-04-26 02:00:00,270,30,0.8333,1,6.38,LYR,C,0
968535,214,80323,2020-04-26 01:10:00,2020-04-26 02:00:00,270,30,0.8333,1,6.38,ANT,C,2
968536,214,80323,2020-04-26 01:10:00,2020-04-26 02:00:00,270,30,0.8333,1,6.38,ETA,C,0
968537,214,80323,2020-04-26 01:10:00,2020-04-26 02:00:00,270,30,0.8333,1,6.38,SPO,C,3
968538,214,80323,2020-04-26 02:00:00,2020-04-26 02:35:00,280,30,0.5833,1,6.25,LYR,C,1
968539,214,80323,2020-04-26 02:00:00,2020-04-26 02:35:00,280,30,0.5833,1,6.25,ANT,C,0
968540,214,80323,2020-04-26 02:00:00,2020-04-26 02:35:00,280,30,0.5833,1,6.25,ETA,C,0
968541,214,80323,2020-04-26 02:00:00,2020-04-26 02:35:00,280,30,0.5833,1,6.25,SPO,C,3
968542,7413,80324,2020-04-21 20:15:00,2020-04-21 21:15:00,230,20,1,1,6,LYR,C,2
968543,7413,80324,2020-04-21 20:15:00,2020-04-21 21:15:00,230,20,1,1,6,ANT,C,1
968544,7413,80324,2020-04-21 20:15:00,2020-04-21 21:15:00,230,20,1,1,6,SPO,C,1
968545,7413,80324,2020-04-21 21:15:00,2020-04-21 22:15:00,240,20,1,1,6,LYR,C,4
968546,7413,80324,2020-04-21 21:15:00,2020-04-21 22:15:00,240,20,1,1,6,ANT,C,0
968547,7413,80324,2020-04-21 21:15:00,2020-04-21 22:15:00,240,20,1,1,6,SPO,C,2
968548,7413,80324,2020-04-21 22:15:00,2020-04-21 23:15:00,255,20,1,1,5.8,LYR,C,6
968549,7413,80324,2020-04-21 22:15:00,2020-04-21 23:15:00,255,20,1,1,5.8,ANT,C,0
968550,7413,80324,2020-04-21 22:15:00,2020-04-21 23:15:00,255,20,1,1,5.8,SPO,C,2
968551,7413,80324,2020-04-21 23:25:00,2020-04-22 00:25:00,265,20,1,1,6,LYR,C,4
968552,7413,80324,2020-04-21 23:25:00,2020-04-22 00:25:00,265,20,1,1,6,ANT,C,1
968553,7413,80324,2020-04-21 23:25:00,2020-04-22 00:25:00,265,20,1,1,6,SPO,C,2
968554,7413,80324,2020-04-22 00:25:00,2020-04-22 01:25:00,275,20,1,1,6,LYR,C,9
968555,7413,80324,2020-04-22 00:25:00,2020-04-22 01:25:00,275,20,1,1,6,ANT,C,0
968556,7413,80324,2020-04-22 00:25:00,2020-04-22 01:25:00,275,20,1,1,6,SPO,C,1
968557,7413,80324,2020-04-22 01:25:00,2020-04-22 02:25:00,275,20,1,1,5.8,LYR,C,9
968558,7413,80324,2020-04-22 01:25:00,2020-04-22 02:25:00,275,20,1,1,5.8,ANT,C,0
968559,7413,80324,2020-04-22 01:25:00,2020-04-22 02:25:00,275,20,1,1,5.8,SPO,C,0
968560,177,80325,2020-04-16 10:15:00,2020-04-16 11:15:00,270,50,1,1,6.07,ANT,C,0
968561,177,80325,2020-04-16 10:15:00,2020-04-16 11:15:00,270,50,1,1,6.07,LYR,C,0
968562,177,80325,2020-04-16 10:15:00,2020-04-16 11:15:00,270,50,1,1,6.07,SPO,C,4
968563,177,80325,2020-04-16 11:15:00,2020-04-16 12:15:00,285,50,1,1,5.91,ANT,C,0
968564,177,80325,2020-04-16 11:15:00,2020-04-16 12:15:00,285,50,1,1,5.91,LYR,C,1
968565,177,80325,2020-04-16 11:15:00,2020-04-16 12:15:00,285,50,1,1,5.91,SPO,C,2
968566,177,80326,2020-04-22 09:08:00,2020-04-22 10:08:00,270,35,1,1,6.17,ANT,C,0
968567,177,80326,2020-04-22 09:08:00,2020-04-22 10:08:00,270,35,1,1,6.17,LYR,C,7
968568,177,80326,2020-04-22 09:08:00,2020-04-22 10:08:00,270,35,1,1,6.17,ETA,C,0
968569,177,80326,2020-04-22 09:08:00,2020-04-22 10:08:00,270,35,1,1,6.17,SPO,C,4
968570,177,80326,2020-04-22 10:08:00,2020-04-22 11:08:00,285,35,1,1,6.19,ANT,C,0
968571,177,80326,2020-04-22 10:08:00,2020-04-22 11:08:00,285,35,1,1,6.19,LYR,C,3
968572,177,80326,2020-04-22 10:08:00,2020-04-22 11:08:00,285,35,1,1,6.19,ETA,C,0
968573,177,80326,2020-04-22 10:08:00,2020-04-22 11:08:00,285,35,1,1,6.19,SPO,C,3
968574,177,80326,2020-04-22 11:08:00,2020-04-22 12:08:00,300,35,1,1,6.23,ANT,C,0
968575,177,80326,2020-04-22 11:08:00,2020-04-22 12:08:00,300,35,1,1,6.23,LYR,C,1
968576,177,80326,2020-04-22 11:08:00,2020-04-22 12:08:00,300,35,1,1,6.23,ETA,C,0
968577,177,80326,2020-04-22 11:08:00,2020-04-22 12:08:00,300,35,1,1,6.23,SPO,C,4
968578,177,80327,2020-04-23 09:45:00,2020-04-23 10:45:00,270,55,1,1,6.49,ANT,C,0
968579,177,80327,2020-04-23 09:45:00,2020-04-23 10:45:00,270,55,1,1,6.49,LYR,C,1
968580,177,80327,2020-04-23 09:45:00,2020-04-23 10:45:00,270,55,1,1,6.49,ETA,C,0
968581,177,80327,2020-04-23 09:45:00,2020-04-23 10:45:00,270,55,1,1,6.49,SPO,C,4
968582,177,80327,2020-04-23 10:45:00,2020-04-23 11:45:00,285,55,1,1,6.53,ANT,C,0
968583,177,80327,2020-04-23 10:45:00,2020-04-23 11:45:00,285,55,1,1,6.53,LYR,C,1
968584,177,80327,2020-04-23 10:45:00,2020-04-23 11:45:00,285,55,1,1,6.53,ETA,C,0
968585,177,80327,2020-04-23 10:45:00,2020-04-23 11:45:00,285,55,1,1,6.53,SPO,C,9
968586,177,80328,2020-04-24 10:00:00,2020-04-24 11:04:00,270,50,1,1,6.52,ANT,C,0
968587,177,80328,2020-04-24 10:00:00,2020-04-24 11:04:00,270,50,1,1,6.52,LYR,P,1
968588,177,80328,2020-04-24 10:00:00,2020-04-24 11:04:00,270,50,1,1,6.52,ETA,C,0
968589,177,80328,2020-04-24 10:00:00,2020-04-24 11:04:00,270,50,1,1,6.52,SPO,P,6
968590,177,80328,2020-04-24 11:04:00,2020-04-24 12:06:00,285,50,1,1,6.43,ANT,C,0
968591,177,80328,2020-04-24 11:04:00,2020-04-24 12:06:00,285,50,1,1,6.43,LYR,P,1
968592,177,80328,2020-04-24 11:04:00,2020-04-24 12:06:00,285,50,1,1,6.43,ETA,C,0
968593,177,80328,2020-04-24 11:04:00,2020-04-24 12:06:00,285,50,1,1,6.43,SPO,C,4
968594,177,80329,2020-04-25 09:00:00,2020-04-25 10:01:00,290,45,1,1,6.54,ANT,P,1
968595,177,80329,2020-04-25 09:00:00,2020-04-25 10:01:00,290,45,1,1,6.54,LYR,P,1
968596,177,80329,2020-04-25 09:00:00,2020-04-25 10:01:00,290,45,1,1,6.54,ETA,P,1
968597,177,80329,2020-04-25 09:00:00,2020-04-25 10:01:00,290,45,1,1,6.54,SPO,P,1
968598,177,80329,2020-04-25 10:01:00,2020-04-25 11:03:00,305,45,1,1,6.51,ANT,P,1
968599,177,80329,2020-04-25 10:01:00,2020-04-25 11:03:00,305,45,1,1,6.51,LYR,C,0
968600,177,80329,2020-04-25 10:01:00,2020-04-25 11:03:00,305,45,1,1,6.51,ETA,C,0
968601,177,80329,2020-04-25 10:01:00,2020-04-25 11:03:00,305,45,1,1,6.51,SPO,P,3
968602,177,80329,2020-04-25 11:03:00,2020-04-25 12:07:00,320,45,1,1,6.52,ANT,C,0
968603,177,80329,2020-04-25 11:03:00,2020-04-25 12:07:00,320,45,1,1,6.52,LYR,C,0
968604,177,80329,2020-04-25 11:03:00,2020-04-25 12:07:00,320,45,1,1,6.52,ETA,P,2
968605,177,80329,2020-04-25 11:03:00,2020-04-25 12:07:00,320,45,1,1,6.52,SPO,P,5
968606,177,80330,2020-04-26 09:00:00,2020-04-26 10:05:00,285,55,1,1,6.53,ANT,P,2
968607,177,80330,2020-04-26 09:00:00,2020-04-26 10:05:00,285,55,1,1,6.53,LYR,P,2
968608,177,80330,2020-04-26 09:00:00,2020-04-26 10:05:00,285,55,1,1,6.53,ETA,C,0
968609,177,80330,2020-04-26 09:00:00,2020-04-26 10:05:00,285,55,1,1,6.53,SPO,P,7
968610,177,80330,2020-04-26 10:05:00,2020-04-26 11:08:00,300,55,1,1,6.55,ANT,P,1
968611,177,80330,2020-04-26 10:05:00,2020-04-26 11:08:00,300,55,1,1,6.55,LYR,C,0
968612,177,80330,2020-04-26 10:05:00,2020-04-26 11:08:00,300,55,1,1,6.55,ETA,C,0
968613,177,80330,2020-04-26 10:05:00,2020-04-26 11:08:00,300,55,1,1,6.55,SPO,P,7
968614,177,80330,2020-04-26 11:08:00,2020-04-26 11:45:00,310,55,0.59,1,6.4,ANT,C,0
968615,177,80330,2020-04-26 11:08:00,2020-04-26 11:45:00,310,55,0.59,1,6.4,LYR,C,0
968616,177,80330,2020-04-26 11:08:00,2020-04-26 11:45:00,310,55,0.59,1,6.4,ETA,C,0
968617,177,80330,2020-04-26 11:08:00,2020-04-26 11:45:00,310,55,0.59,1,6.4,SPO,P,3
968618,7466,80331,2020-04-26 11:15:00,2020-04-26 11:45:00,220,-20,0.5,1.11,5,ANT,C,1
968619,7466,80331,2020-04-26 11:15:00,2020-04-26 11:45:00,220,-20,0.5,1.11,5,PPU,C,0
968620,7466,80331,2020-04-26 11:15:00,2020-04-26 11:45:00,220,-20,0.5,1.11,5,SPO,C,0
968621,7466,80332,2020-04-26 17:30:00,2020-04-26 18:30:00,300,0,1,1.11,5,ANT,C,0
968622,7466,80332,2020-04-26 17:30:00,2020-04-26 18:30:00,300,0,1,1.11,5,ETA,C,1
968623,7466,80332,2020-04-26 17:30:00,2020-04-26 18:30:00,300,0,1,1.11,5,SPO,C,4
968624,82,80333,2020-04-26 23:30:00,2020-04-27 00:30:00,215,25,1,1,6.41,ANT,C,3
968625,82,80333,2020-04-26 23:30:00,2020-04-27 00:30:00,215,25,1,1,6.41,LYR,C,2
968626,82,80333,2020-04-26 23:30:00,2020-04-27 00:30:00,215,25,1,1,6.41,ETA,-,0
968627,82,80333,2020-04-26 23:30:00,2020-04-27 00:30:00,215,25,1,1,6.41,SPO,C,5
968628,82,80333,2020-04-27 00:30:00,2020-04-27 01:30:00,230,25,1,1,6.43,ANT,C,2
968629,82,80333,2020-04-27 00:30:00,2020-04-27 01:30:00,230,25,1,1,6.43,LYR,C,6
968630,82,80333,2020-04-27 00:30:00,2020-04-27 01:30:00,230,25,1,1,6.43,ETA,-,0
968631,82,80333,2020-04-27 00:30:00,2020-04-27 01:30:00,230,25,1,1,6.43,SPO,C,11
968632,82,80333,2020-04-27 01:30:00,2020-04-27 02:18:00,245,25,0.8,1,6.41,ANT,C,1
968633,82,80333,2020-04-27 01:30:00,2020-04-27 02:18:00,245,25,0.8,1,6.41,LYR,C,5
968634,82,80333,2020-04-27 01:30:00,2020-04-27 02:18:00,245,25,0.8,1,6.41,ETA,R,1
968635,82,80333,2020-04-27 01:30:00,2020-04-27 02:18:00,245,25,0.8,1,6.41,SPO,C,8
968636,214,80334,2020-04-26 23:25:00,2020-04-27 00:30:00,225,30,1.067,1,6.38,LYR,C,0
968637,214,80334,2020-04-26 23:25:00,2020-04-27 00:30:00,225,30,1.067,1,6.38,ANT,C,0
968638,214,80334,2020-04-26 23:25:00,2020-04-27 00:30:00,225,30,1.067,1,6.38,ETA,C,0
968639,214,80334,2020-04-26 23:25:00,2020-04-27 00:30:00,225,30,1.067,1,6.38,SPO,C,7
968640,214,80334,2020-04-27 00:30:00,2020-04-27 01:31:00,240,30,1,1,6.38,LYR,C,1
968641,214,80334,2020-04-27 00:30:00,2020-04-27 01:31:00,240,30,1,1,6.38,ANT,C,2
968642,214,80334,2020-04-27 00:30:00,2020-04-27 01:31:00,240,30,1,1,6.38,ETA,C,0
968643,214,80334,2020-04-27 00:30:00,2020-04-27 01:31:00,240,30,1,1,6.38,SPO,C,3
968644,214,80334,2020-04-27 01:31:00,2020-04-27 02:40:00,255,30,1.133,1,6.26,LYR,C,0
968645,214,80334,2020-04-27 01:31:00,2020-04-27 02:40:00,255,30,1.133,1,6.26,ANT,C,1
968646,214,80334,2020-04-27 01:31:00,2020-04-27 02:40:00,255,30,1.133,1,6.26,ETA,C,0
968647,214,80334,2020-04-27 01:31:00,2020-04-27 02:40:00,255,30,1.133,1,6.26,SPO,C,10
968648,210,80335,2020-04-26 20:15:00,2020-04-26 21:15:00,190,30,1,1,6.53,ANT,C,3
968649,210,80335,2020-04-26 20:15:00,2020-04-26 21:15:00,190,30,1,1,6.53,LYR,C,1
968650,210,80335,2020-04-26 20:15:00,2020-04-26 21:15:00,190,30,1,1,6.53,SPO,C,7
968651,210,80335,2020-04-26 21:15:00,2020-04-26 22:15:00,190,30,1,1,6.62,ANT,C,3
968652,210,80335,2020-04-26 21:15:00,2020-04-26 22:15:00,190,30,1,1,6.62,LYR,C,2
968653,210,80335,2020-04-26 21:15:00,2020-04-26 22:15:00,190,30,1,1,6.62,SPO,C,10
968654,210,80335,2020-04-26 22:15:00,2020-04-26 23:15:00,190,30,1,1,6.7,ANT,C,3
968655,210,80335,2020-04-26 22:15:00,2020-04-26 23:15:00,190,30,1,1,6.7,LYR,C,2
968656,210,80335,2020-04-26 22:15:00,2020-04-26 23:15:00,190,30,1,1,6.7,SPO,C,9
968657,418,80336,2020-04-20 06:49:00,2020-04-20 08:00:00,250,20,1.1833,1,6.46,ANT,C,3
968658,418,80336,2020-04-20 06:49:00,2020-04-20 08:00:00,250,20,1.1833,1,6.46,LYR,C,6
968659,418,80336,2020-04-20 06:49:00,2020-04-20 08:00:00,250,20,1.1833,1,6.46,SPO,C,8
968660,1651,80337,2020-04-26 22:30:00,2020-04-26 23:33:00,240,30,1,1,6.47,ANT,P,1
968661,1651,80337,2020-04-26 22:30:00,2020-04-26 23:33:00,240,30,1,1,6.47,LYR,P,1
968662,1651,80337,2020-04-26 22:30:00,2020-04-26 23:33:00,240,30,1,1,6.47,ETA,P,0
968663,1651,80337,2020-04-26 22:30:00,2020-04-26 23:33:00,240,30,1,1,6.47,SPO,P,6
968664,1651,80337,2020-04-26 23:33:00,2020-04-27 00:34:00,240,30,1,1,6.47,ANT,P,0
968665,1651,80337,2020-04-26 23:33:00,2020-04-27 00:34:00,240,30,1,1,6.47,LYR,P,2
968666,1651,80337,2020-04-26 23:33:00,2020-04-27 00:34:00,240,30,1,1,6.47,ETA,P,0
968667,1651,80337,2020-04-26 23:33:00,2020-04-27 00:34:00,240,30,1,1,6.47,SPO,P,8
968668,1651,80337,2020-04-27 00:34:00,2020-04-27 01:40:00,240,30,1,1,6.24,ANT,P,2
968669,1651,80337,2020-04-27 00:34:00,2020-04-27 01:40:00,240,30,1,1,6.24,LYR,P,1
968670,1651,80337,2020-04-27 00:34:00,2020-04-27 01:40:00,240,30,1,1,6.24,ETA,P,2
968671,1651,80337,2020-04-27 00:34:00,2020-04-27 01:40:00,240,30,1,1,6.24,SPO,P,8
968672,12140,80338,2020-04-21 22:00:00,2020-04-21 23:00:00,240,30,1,1,5,LYR,C,4
968673,12140,80338,2020-04-21 22:00:00,2020-04-21 23:00:00,240,30,1,1,5,SPO,C,4
968674,49,80339,2020-04-24 20:45:00,2020-04-24 21:45:00,210,60,1,1,6.27,ANT,C,1
968675,49,80339,2020-04-24 20:45:00,2020-04-24 21:45:00,210,60,1,1,6.27,LYR,C,2
968676,49,80339,2020-04-24 20:45:00,2020-04-24 21:45:00,210,60,1,1,6.27,SPO,C,5
968677,49,80339,2020-04-24 21:45:00,2020-04-24 22:45:00,210,60,1,1,6.27,ANT,C,1
968678,49,80339,2020-04-24 21:45:00,2020-04-24 22:45:00,210,60,1,1,6.27,LYR,C,3
968679,49,80339,2020-04-24 21:45:00,2020-04-24 22:45:00,210,60,1,1,6.27,SPO,C,4
968680,49,80340,2020-04-26 00:30:00,2020-04-26 01:15:00,270,60,0.75,1,6.27,ANT,C,2
968681,49,80340,2020-04-26 00:30:00,2020-04-26 01:15:00,270,60,0.75,1,6.27,LYR,C,2
968682,49,80340,2020-04-26 00:30:00,2020-04-26 01:15:00,270,60,0.75,1,6.27,ETA,-,0
968683,49,80340,2020-04-26 00:30:00,2020-04-26 01:15:00,270,60,0.75,1,6.27,SPO,C,4
968684,49,80340,2020-04-26 01:15:00,2020-04-26 02:00:00,270,60,0.75,1,6.27,ANT,C,3
968685,49,80340,2020-04-26 01:15:00,2020-04-26 02:00:00,270,60,0.75,1,6.27,LYR,C,2
968686,49,80340,2020-04-26 01:15:00,2020-04-26 02:00:00,270,60,0.75,1,6.27,ETA,C,1
968687,49,80340,2020-04-26 01:15:00,2020-04-26 02:00:00,270,60,0.75,1,6.27,SPO,C,6
968688,82,80341,2020-04-28 00:30:00,2020-04-28 01:30:00,240,25,1,1,6.29,ANT,C,3
968689,82,80341,2020-04-28 00:30:00,2020-04-28 01:30:00,240,25,1,1,6.29,ETA,-,0
968690,82,80341,2020-04-28 00:30:00,2020-04-28 01:30:00,240,25,1,1,6.29,LYR,C,1
968691,82,80341,2020-04-28 00:30:00,2020-04-28 01:30:00,240,25,1,1,6.29,SPO,C,7
968692,82,80341,2020-04-28 01:30:00,2020-04-28 02:12:00,250,25,0.7,1,6.27,ANT,C,3
968693,82,80341,2020-04-28 01:30:00,2020-04-28 02:12:00,250,25,0.7,1,6.27,ETA,R,1
968694,82,80341,2020-04-28 01:30:00,2020-04-28 02:12:00,250,25,0.7,1,6.27,LYR,C,2
968695,82,80341,2020-04-28 01:30:00,2020-04-28 02:12:00,250,25,0.7,1,6.27,SPO,C,5
968696,210,80342,2020-04-28 00:00:00,2020-04-28 01:00:00,210,30,1,1,6.64,ANT,C,6
968697,210,80342,2020-04-28 00:00:00,2020-04-28 01:00:00,210,30,1,1,6.64,LYR,C,3
968698,210,80342,2020-04-28 00:00:00,2020-04-28 01:00:00,210,30,1,1,6.64,SPO,C,12
968699,210,80342,2020-04-28 01:00:00,2020-04-28 02:06:00,220,30,1.1,1,6.68,ANT,C,4
968700,210,80342,2020-04-28 01:00:00,2020-04-28 02:06:00,220,30,1.1,1,6.68,LYR,C,4
968701,210,80342,2020-04-28 01:00:00,2020-04-28 02:06:00,220,30,1.1,1,6.68,SPO,C,11
968702,7344,80343,2020-04-28 16:20:00,2020-04-28 17:20:00,300,0,1,1,6.5,ETA,C,3
968703,7344,80343,2020-04-28 16:20:00,2020-04-28 17:20:00,300,0,1,1,6.5,SPO,C,7
968704,7205,80344,2020-04-27 22:33:00,2020-04-28 00:04:00,230,40,1.4,1,6.2,ANT,P,2
968705,7205,80344,2020-04-27 22:33:00,2020-04-28 00:04:00,230,40,1.4,1,6.2,LYR,P,2
968706,7205,80344,2020-04-27 22:33:00,2020-04-28 00:04:00,230,40,1.4,1,6.2,SPO,P,9
968707,177,80345,2020-04-28 11:00:00,2020-04-28 12:00:00,300,20,1,1,6.42,ANT,C,0
968708,177,80345,2020-04-28 11:00:00,2020-04-28 12:00:00,300,20,1,1,6.42,ETA,C,1
968709,177,80345,2020-04-28 11:00:00,2020-04-28 12:00:00,300,20,1,1,6.42,SPO,C,3
968710,7344,80346,2020-04-29 16:15:00,2020-04-29 17:15:00,300,0,1,1,6.5,ETA,C,6
968711,7344,80346,2020-04-29 16:15:00,2020-04-29 17:15:00,300,0,1,1,6.5,SPO,C,13
968712,82,80347,2020-04-30 00:15:00,2020-04-30 00:55:00,240,45,0.66,1.2,6.35,ANT,C,2
968713,82,80347,2020-04-30 00:15:00,2020-04-30 00:55:00,240,45,0.66,1.2,6.35,LYR,C,1
968714,82,80347,2020-04-30 00:15:00,2020-04-30 00:55:00,240,45,0.66,1.2,6.35,SPO,C,3
968715,138,80348,2020-04-29 18:42:00,2020-04-29 19:42:00,213,10,1,1,5.1,ANT,C,1
968716,138,80348,2020-04-29 18:42:00,2020-04-29 19:42:00,213,10,1,1,5.1,U577,C,5
968717,138,80348,2020-04-29 18:42:00,2020-04-29 19:42:00,213,10,1,1,5.1,SPO,C,2
968718,138,80348,2020-04-29 19:42:00,2020-04-29 20:42:00,213,10,1,1,5.2,ANT,C,1
968719,138,80348,2020-04-29 19:42:00,2020-04-29 20:42:00,213,10,1,1,5.2,U577,C,1
968720,138,80348,2020-04-29 19:42:00,2020-04-29 20:42:00,213,10,1,1,5.2,SPO,C,4
968721,138,80348,2020-04-29 21:03:00,2020-04-29 22:03:00,213,10,1,1,5.2,ANT,C,1
968722,138,80348,2020-04-29 21:03:00,2020-04-29 22:03:00,213,10,1,1,5.2,U577,C,2
968723,138,80348,2020-04-29 21:03:00,2020-04-29 22:03:00,213,10,1,1,5.2,SPO,C,2
968724,138,80349,2020-04-30 02:14:00,2020-04-30 03:00:00,330,-14,0.7667,1,5.2,ANT,C,0
968725,138,80349,2020-04-30 02:14:00,2020-04-30 03:00:00,330,-14,0.7667,1,5.2,ETA,C,2
968726,138,80349,2020-04-30 02:14:00,2020-04-30 03:00:00,330,-14,0.7667,1,5.2,SPO,C,2
968727,138,80349,2020-04-30 03:00:00,2020-04-30 03:34:00,330,-14,0.5667,1,5.3,ANT,C,0
968728,138,80349,2020-04-30 03:00:00,2020-04-30 03:34:00,330,-14,0.5667,1,5.3,ETA,C,1
968729,138,80349,2020-04-30 03:00:00,2020-04-30 03:34:00,330,-14,0.5667,1,5.3,SPO,C,3
968730,7466,80350,2020-04-30 10:24:00,2020-04-30 11:24:00,210,-10,1,1.11,5,ANT,C,0
968731,7466,80350,2020-04-30 10:24:00,2020-04-30 11:24:00,210,-10,1,1.11,5,U578,C,2
968732,7466,80350,2020-04-30 10:24:00,2020-04-30 11:24:00,210,-10,1,1.11,5,SPO,C,3
968733,7466,80351,2020-04-30 17:50:00,2020-04-30 18:30:00,300,0,0.6667,1,6,ANT,C,1
968734,7466,80351,2020-04-30 17:50:00,2020-04-30 18:30:00,300,0,0.6667,1,6,ETA,C,2
968735,7466,80351,2020-04-30 17:50:00,2020-04-30 18:30:00,300,0,0.6667,1,6,SPO,C,5
968736,7466,80351,2020-04-30 18:30:00,2020-04-30 19:30:00,300,0,1,1,6,ANT,C,0
968737,7466,80351,2020-04-30 18:30:00,2020-04-30 19:30:00,300,0,1,1,6,ETA,C,4
968738,7466,80351,2020-04-30 18:30:00,2020-04-30 19:30:00,300,0,1,1,6,SPO,C,15
968739,138,80352,2020-05-01 01:33:00,2020-05-01 02:21:00,330,-14,0.8,1,5.35,ETA,C,1
968740,138,80352,2020-05-01 01:33:00,2020-05-01 02:21:00,330,-14,0.8,1,5.35,ELY,C,0
968741,138,80352,2020-05-01 01:33:00,2020-05-01 02:21:00,330,-14,0.8,1,5.35,SPO,C,2
968742,138,80352,2020-05-01 02:21:00,2020-05-01 02:51:00,330,-14,0.5,1,5.4,ETA,C,3
968743,138,80352,2020-05-01 02:21:00,2020-05-01 02:51:00,330,-14,0.5,1,5.4,ELY,C,0
968744,138,80352,2020-05-01 02:21:00,2020-05-01 02:51:00,330,-14,0.5,1,5.4,SPO,C,3
968745,138,80352,2020-05-01 02:51:00,2020-05-01 03:21:00,330,-14,0.5,1,5.4,ETA,C,5
968746,138,80352,2020-05-01 02:51:00,2020-05-01 03:21:00,330,-14,0.5,1,5.4,ELY,C,1
968747,138,80352,2020-05-01 02:51:00,2020-05-01 03:21:00,330,-14,0.5,1,5.4,SPO,C,1
968748,138,80353,2020-04-30 17:40:00,2020-04-30 18:40:00,190,-1,1,1,5.35,ANT,C,1
968749,138,80353,2020-04-30 17:40:00,2020-04-30 18:40:00,190,-1,1,1,5.35,U579,C,0
968750,138,80353,2020-04-30 17:40:00,2020-04-30 18:40:00,190,-1,1,1,5.35,SPO,C,2
968751,138,80353,2020-04-30 18:52:00,2020-04-30 19:52:00,213,10,1,1,5.4,ANT,C,2
968752,138,80353,2020-04-30 18:52:00,2020-04-30 19:52:00,213,10,1,1,5.4,U579,C,1
968753,138,80353,2020-04-30 18:52:00,2020-04-30 19:52:00,213,10,1,1,5.4,SPO,C,2
968754,138,80354,2020-05-02 02:35:00,2020-05-02 03:30:00,330,-14,0.9167,1.02,5.2,ETA,C,4
968755,138,80354,2020-05-02 02:35:00,2020-05-02 03:30:00,330,-14,0.9167,1.02,5.2,ANT,C,0
968756,138,80354,2020-05-02 02:35:00,2020-05-02 03:30:00,330,-14,0.9167,1.02,5.2,ELY,C,0
968757,138,80354,2020-05-02 02:35:00,2020-05-02 03:30:00,330,-14,0.9167,1.02,5.2,SPO,C,2
968758,7466,80355,2020-05-02 11:00:00,2020-05-02 12:00:00,220,-10,1,1,6,U580,C,1
968759,7466,80355,2020-05-02 11:00:00,2020-05-02 12:00:00,220,-10,1,1,6,SPO,C,5
968760,7466,80356,2020-05-02 16:30:00,2020-05-02 17:00:00,300,-20,0.5,1,6,ANT,C,0
968761,7466,80356,2020-05-02 16:30:00,2020-05-02 17:00:00,300,-20,0.5,1,6,ETA,C,3
968762,7466,80356,2020-05-02 16:30:00,2020-05-02 17:00:00,300,-20,0.5,1,6,SPO,C,4
968763,7466,80356,2020-05-02 17:00:00,2020-05-02 17:30:00,300,-20,0.5,1,6,ANT,C,0
968764,7466,80356,2020-05-02 17:00:00,2020-05-02 17:30:00,300,-20,0.5,1,6,ETA,C,0
968765,7466,80356,2020-05-02 17:00:00,2020-05-02 17:30:00,300,-20,0.5,1,6,SPO,C,3
968766,7466,80356,2020-05-02 17:30:00,2020-05-02 18:00:00,300,-20,0.5,1,6,ANT,C,0
968767,7466,80356,2020-05-02 17:30:00,2020-05-02 18:00:00,300,-20,0.5,1,6,ETA,C,2
